CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,JURISDICTION_CODE,PARKS_NM,HADEVELOPT,HOUSING_PSA,X_COORD_CD,Y_COORD_CD,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,Latitude,Longitude,Lat_Lon,PATROL_BORO,STATION_NAME,VIC_AGE_GROUP,VIC_RACE,VIC_SEX
169450128,09/11/2017,16:30:00,09/13/2017,16:45:00,45,09/17/2017,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,031,237","257,081",25-44,BLACK,U,,40.872179,-73.830101,"(40.872179, -73.830101)",PATROL BORO BRONX,(null),45-64,BLACK,M
167086123,07/15/2017,21:15:00,07/15/2017,21:25:00,34,07/15/2017,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,002,264","250,413",25-44,WHITE,M,,40.853985,-73.934883,"(40.853985, -73.934883)",PATROL BORO MAN NORTH,(null),25-44,WHITE,M
162097170,01/28/2017,17:36:00,,(null),20,02/20/2017,121,CRIMINAL MISCHIEF & RELATED OF,273.0,"TAMPERING 1,CRIMINAL",COMPLETED,FELONY,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,(null),(null),(null),"992,081","224,190",(null),(null),(null),1.0,40.78202248,-73.97172308,"(40.78202248, -73.97172308)",PATROL BORO MAN NORTH,81 ST.-MUSEUM OF NATURAL HISTO,UNKNOWN,UNKNOWN,E
161472604,01/31/2017,10:00:00,,(null),75,01/31/2017,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,018,468","184,404",(null),(null),(null),,40.672758,-73.876644,"(40.672758, -73.876644)",PATROL BORO BKLYN NORTH,(null),65+,BLACK,M
171196566,11/03/2017,19:48:00,11/03/2017,19:50:00,17,11/03/2017,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"993,039","215,158",65+,BLACK,M,,40.757232,-73.968273,"(40.757232, -73.968273)",PATROL BORO MAN SOUTH,(null),45-64,WHITE HISPANIC,M
178601669,03/25/2018,14:00:00,04/25/2018,17:00:00,70,04/25/2018,109,GRAND LARCENY,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,BROOKLYN,INSIDE,MAILBOX OUTSIDE,N.Y. POLICE DEPT,0,(null),(null),(null),"994,040","173,452",UNKNOWN,UNKNOWN,U,,40.642758,-73.964721,"(40.642758, -73.964721)",PATROL BORO BKLYN SOUTH,(null),65+,BLACK,F
175311181,12/26/2017,19:00:00,12/30/2017,15:00:00,52,02/28/2018,109,GRAND LARCENY,422.0,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,018,464","257,578",UNKNOWN,UNKNOWN,U,,40.873602,-73.876285,"(40.873602, -73.876285)",PATROL BORO BRONX,(null),18-24,WHITE HISPANIC,F
190022223,11/06/2018,21:00:00,11/06/2018,21:30:00,102,11/14/2018,112,THEFT-FRAUD,739.0,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,028,107","194,436",(null),(null),(null),,40.700251,-73.841828,"(40.700251, -73.841828)",PATROL BORO QUEENS SOUTH,(null),25-44,WHITE HISPANIC,F
172920554,12/22/2017,22:51:00,,(null),14,12/23/2017,121,CRIMINAL MISCHIEF & RELATED OF,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,MANHATTAN,INSIDE,GYM/FITNESS FACILITY,N.Y. POLICE DEPT,0,(null),(null),(null),"987,816","211,442",UNKNOWN,WHITE HISPANIC,M,,40.747036,-73.987127,"(40.747036, -73.987127)",PATROL BORO MAN SOUTH,(null),45-64,AMERICAN INDIAN/ALASKAN NATIVE,M
164382072,05/03/2017,01:50:00,05/03/2017,02:00:00,34,05/03/2017,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,003,184","252,167",(null),(null),(null),,40.858795,-73.931549,"(40.858795, -73.931549)",PATROL BORO MAN NORTH,(null),25-44,WHITE,F
162361604,02/28/2017,17:00:00,03/01/2017,07:15:00,107,03/01/2017,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,033,381","200,242",UNKNOWN,UNKNOWN,U,,40.71616,-73.822768,"(40.71616, -73.822768)",PATROL BORO QUEENS SOUTH,(null),UNKNOWN,UNKNOWN,D
175475229,02/26/2018,12:00:00,03/05/2018,12:00:00,114,03/05/2018,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,004,673","215,499",UNKNOWN,UNKNOWN,U,,40.758151,-73.926278,"(40.758151, -73.926278)",PATROL BORO QUEENS NORTH,(null),25-44,WHITE,M
178456469,04/19/2018,09:00:00,04/21/2018,17:00:00,66,04/21/2018,341,PETIT LARCENY,303.0,"LARCENY,PETIT BY CHECK USE",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"984,819","174,242",UNKNOWN,UNKNOWN,U,,40.644932,-73.997946,"(40.644932, -73.997946)",PATROL BORO BKLYN SOUTH,(null),25-44,ASIAN / PACIFIC ISLANDER,F
171498217,11/09/2017,15:40:00,11/09/2017,15:45:00,41,11/10/2017,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,013,878","239,551",<18,BLACK,F,,40.82413799,-73.89294867,"(40.82413799, -73.89294867)",PATROL BORO BRONX,(null),<18,BLACK HISPANIC,F
171587673,11/14/2017,21:00:00,,(null),83,11/14/2017,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",ATTEMPTED,MISDEMEANOR,BROOKLYN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,000,459","194,494",45-64,BLACK,M,,40.700503,-73.94154,"(40.700503, -73.94154)",PATROL BORO BKLYN NORTH,(null),UNKNOWN,UNKNOWN,D
173817568,01/18/2018,12:00:00,,(null),103,01/19/2018,109,GRAND LARCENY,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,QUEENS,(null),GAS STATION,N.Y. POLICE DEPT,0,(null),(null),(null),"1,052,781","196,940",UNKNOWN,UNKNOWN,U,,40.70696613,-73.75282008,"(40.70696613, -73.75282008)",PATROL BORO QUEENS SOUTH,(null),25-44,BLACK,M
169469313,09/18/2017,07:00:00,09/18/2017,07:40:00,48,09/18/2017,109,GRAND LARCENY,412.0,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,015,629","246,174",UNKNOWN,UNKNOWN,U,,40.842311,-73.886588,"(40.842311, -73.886588)",PATROL BORO BRONX,(null),25-44,UNKNOWN,F
169412696,09/14/2017,20:00:00,,(null),41,09/15/2017,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,015,482","237,651",45-64,BLACK,M,,40.81892,-73.887162,"(40.81892, -73.887162)",PATROL BORO BRONX,(null),45-64,BLACK,F
177713938,04/03/2018,04:30:00,04/03/2018,21:00:00,62,04/03/2018,121,CRIMINAL MISCHIEF & RELATED OF,267.0,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"984,225","159,952",UNKNOWN,UNKNOWN,U,,40.605708,-74.000088,"(40.605708, -74.000088)",PATROL BORO BKLYN SOUTH,(null),UNKNOWN,BLACK,M
172870622,12/22/2017,00:20:00,12/22/2017,00:25:00,42,12/22/2017,105,ROBBERY,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BRONX,(null),STREET,N.Y. POLICE DEPT,0,CROTONA PARK,(null),(null),"1,013,551","246,128",25-44,BLACK,M,,40.84219103,-73.89410145,"(40.84219103, -73.89410145)",PATROL BORO BRONX,(null),25-44,BLACK,M
167587266,07/31/2017,05:15:00,07/31/2017,05:19:00,40,07/31/2017,118,DANGEROUS WEAPONS,793.0,WEAPONS POSSESSION 3,COMPLETED,FELONY,BRONX,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,006,868","237,802",25-44,BLACK,M,,40.81935821,-73.91828295,"(40.81935821, -73.91828295)",PATROL BORO BRONX,(null),UNKNOWN,UNKNOWN,E
165391569,06/01/2017,11:00:00,06/01/2017,12:00:00,78,06/01/2017,109,GRAND LARCENY,402.0,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",COMPLETED,FELONY,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,0,(null),(null),(null),"988,677","184,065",(null),(null),(null),,40.671892,-73.984037,"(40.671892, -73.984037)",PATROL BORO BKLYN SOUTH,(null),UNKNOWN,UNKNOWN,D
189519885,11/02/2018,20:45:00,11/02/2018,20:50:00,70,11/02/2018,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"993,165","171,520",25-44,WHITE,M,,40.637456,-73.967878,"(40.637456, -73.967878)",PATROL BORO BKLYN SOUTH,(null),25-44,WHITE,F
160206733,01/12/2017,08:40:00,01/12/2017,08:45:00,75,01/12/2017,344,ASSAULT 3 & RELATED OFFENSES,113.0,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,(null),(null),(null),"1,014,297","186,320",UNKNOWN,BLACK,M,33.0,40.67803108,-73.8916726,"(40.67803108, -73.8916726)",PATROL BORO BKLYN NORTH,VAN SICLEN AVENUE,45-64,WHITE HISPANIC,M
191239517,12/17/2018,08:20:00,12/17/2018,08:30:00,73,12/17/2018,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,008,493","179,021",18-24,BLACK,M,,40.658015,-73.91262,"(40.658015, -73.91262)",PATROL BORO BKLYN NORTH,(null),45-64,BLACK,F
173905064,12/10/2017,21:30:00,12/10/2017,23:00:00,114,01/22/2018,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESTAURANT/DINER,N.Y. POLICE DEPT,0,(null),(null),(null),"1,005,392","213,466",25-44,WHITE HISPANIC,F,,40.752567,-73.923692,"(40.752567, -73.923692)",PATROL BORO QUEENS NORTH,(null),45-64,WHITE HISPANIC,M
162185373,01/20/2017,17:30:00,01/20/2017,17:40:00,88,02/21/2017,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"993,769","189,744",UNKNOWN,UNKNOWN,M,,40.687477,-73.965674,"(40.687477, -73.965674)",PATROL BORO BKLYN NORTH,(null),25-44,WHITE,M
174002996,01/24/2018,21:21:00,01/24/2018,21:31:00,73,01/24/2018,236,DANGEROUS WEAPONS,782.0,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,006,499","183,702",25-44,BLACK,M,,40.6708683,-73.91979508,"(40.6708683, -73.91979508)",PATROL BORO BKLYN NORTH,(null),UNKNOWN,UNKNOWN,E
163210198,03/27/2017,16:30:00,03/27/2017,18:00:00,62,03/27/2017,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"987,560","156,806",UNKNOWN,UNKNOWN,U,,40.597075,-73.988078,"(40.597075, -73.988078)",PATROL BORO BKLYN SOUTH,(null),25-44,WHITE HISPANIC,M
168094810,08/14/2017,03:11:00,08/14/2017,03:16:00,40,08/14/2017,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BRONX,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,010,466","237,285",UNKNOWN,BLACK,M,,40.81792924,-73.90528569,"(40.81792924, -73.90528569)",PATROL BORO BRONX,(null),45-64,BLACK,M
189082833,10/22/2018,10:30:00,10/22/2018,11:50:00,110,10/22/2018,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,(null),(null),(null),"1,019,946","206,619",(null),(null),(null),,40.733729,-73.871197,"(40.733729, -73.871197)",PATROL BORO QUEENS NORTH,(null),25-44,ASIAN / PACIFIC ISLANDER,M
188658039,10/06/2018,22:00:00,10/06/2018,23:00:00,18,10/11/2018,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"988,451","217,993",25-44,WHITE HISPANIC,M,,40.76502407883,-73.98483594971,"(40.7650240788333, -73.9848359497083)",PATROL BORO MAN SOUTH,(null),25-44,WHITE HISPANIC,F
174393905,12/13/2017,18:05:00,02/03/2018,00:05:00,43,02/04/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,018,638","239,560",25-44,BLACK,F,,40.824146,-73.875749,"(40.824146, -73.875749)",PATROL BORO BRONX,(null),25-44,BLACK,F
178474876,04/22/2018,20:55:00,04/22/2018,21:05:00,32,04/22/2018,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,MANHATTAN,INSIDE,FOOD SUPERMARKET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,001,281","235,517",25-44,WHITE HISPANIC,M,,40.813099,-73.938471,"(40.813099, -73.938471)",PATROL BORO MAN NORTH,(null),25-44,BLACK,M
179440763,05/02/2018,23:50:00,05/02/2018,23:58:00,61,05/03/2018,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"997,204","157,179",UNKNOWN,WHITE,M,,40.598087,-73.953351,"(40.598087, -73.953351)",PATROL BORO BKLYN SOUTH,(null),25-44,WHITE HISPANIC,M
189952728,11/12/2018,15:45:00,11/12/2018,16:00:00,25,11/13/2018,107,BURGLARY,221.0,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,002,198","230,174",UNKNOWN,UNKNOWN,M,,40.798434,-73.935176,"(40.798434, -73.935176)",PATROL BORO MAN NORTH,(null),65+,UNKNOWN,F
163169152,03/25/2017,03:40:00,03/25/2017,03:51:00,26,03/25/2017,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),MANHATTANVILLE,730,"996,569","237,212",UNKNOWN,BLACK,M,,40.817762,-73.955493,"(40.817762, -73.955493)",PATROL BORO MAN NORTH,(null),18-24,WHITE HISPANIC,M
165922089,06/11/2017,02:30:00,06/13/2017,02:50:00,79,06/13/2017,341,PETIT LARCENY,321.0,"LARCENY,PETIT FROM AUTO",ATTEMPTED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"999,370","194,423",UNKNOWN,UNKNOWN,U,,40.70031,-73.945467,"(40.70031, -73.945467)",PATROL BORO BKLYN NORTH,(null),45-64,BLACK,M
183738825,05/10/2018,11:30:00,05/10/2018,12:00:00,70,06/11/2018,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"996,199","164,116",25-44,WHITE,M,,40.617129,-73.956956,"(40.617129, -73.956956)",PATROL BORO BKLYN SOUTH,(null),25-44,WHITE,F
164607045,05/09/2017,18:00:00,05/09/2017,18:35:00,45,05/09/2017,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BRONX,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,031,351","254,245",25-44,WHITE HISPANIC,M,,40.864393,-73.829709,"(40.864393, -73.829709)",PATROL BORO BRONX,(null),UNKNOWN,UNKNOWN,D
164500660,04/11/2017,17:30:00,04/11/2017,18:00:00,101,05/05/2017,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,055,868","156,521",25-44,WHITE HISPANIC,M,,40.596003,-73.742115,"(40.596003, -73.742115)",PATROL BORO QUEENS SOUTH,(null),45-64,WHITE HISPANIC,F
164877931,05/17/2017,11:10:00,,(null),113,05/17/2017,348,VEHICLE AND TRAFFIC LAWS,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",COMPLETED,MISDEMEANOR,QUEENS,(null),AIRPORT TERMINAL,PORT AUTHORITY,3,(null),(null),(null),"1,046,367","186,986",45-64,BLACK,M,,40.67970059,-73.77604735,"(40.67970059, -73.77604735)",PATROL BORO QUEENS SOUTH,(null),UNKNOWN,UNKNOWN,E
165635230,06/08/2017,05:00:00,06/08/2017,05:05:00,94,06/08/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"997,967","199,910",45-64,WHITE,M,,40.715374,-73.950517,"(40.715374, -73.950517)",PATROL BORO BKLYN NORTH,(null),45-64,WHITE HISPANIC,M
171041885,10/31/2017,01:45:00,10/31/2017,02:10:00,71,10/31/2017,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"1,003,358","182,945",25-44,BLACK,F,,40.66879784,-73.93112014,"(40.66879784, -73.93112014)",PATROL BORO BKLYN SOUTH,(null),45-64,BLACK,F
163930684,04/19/2017,12:10:00,04/19/2017,12:17:00,72,04/19/2017,118,DANGEROUS WEAPONS,793.0,WEAPONS POSSESSION 3,COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"980,578","173,286",65+,WHITE HISPANIC,M,,40.64230586,-74.01323144,"(40.64230586, -74.01323144)",PATROL BORO BKLYN SOUTH,(null),UNKNOWN,UNKNOWN,E
162310477,02/27/2017,08:45:00,02/27/2017,09:30:00,50,02/27/2017,109,GRAND LARCENY,419.0,"LARCENY,GRAND FROM PERSON,UNCL",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,011,564","256,746",(null),(null),(null),,40.871343,-73.901238,"(40.871343, -73.901238)",PATROL BORO BRONX,(null),45-64,WHITE HISPANIC,F
170565485,10/17/2017,23:00:00,10/17/2017,23:05:00,109,10/18/2017,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,QUEENS,(null),PARK/PLAYGROUND,N.Y. POLICE DEPT,0,BOWNE PLAYGROUND,(null),(null),"1,032,641","217,298",UNKNOWN,ASIAN / PACIFIC ISLANDER,M,,40.76297677,-73.82531505,"(40.76297677, -73.82531505)",PATROL BORO QUEENS NORTH,(null),45-64,ASIAN / PACIFIC ISLANDER,F
167339426,07/23/2017,14:00:00,07/23/2017,14:05:00,49,07/23/2017,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,020,761","245,865",45-64,UNKNOWN,F,,40.841443,-73.868041,"(40.841443, -73.868041)",PATROL BORO BRONX,(null),<18,BLACK,F
191242391,12/12/2018,10:15:00,12/12/2018,22:40:00,18,12/17/2018,341,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,COLLEGE/UNIVERSITY,N.Y. POLICE DEPT,0,(null),(null),(null),"987,287","220,178",18-24,UNKNOWN,M,,40.771014,-73.989034,"(40.771014, -73.989034)",PATROL BORO MAN SOUTH,(null),UNKNOWN,UNKNOWN,D
178777902,04/26/2018,12:55:00,,(null),41,04/30/2018,114,ARSON,263.0,"ARSON 2,3,4",COMPLETED,FELONY,BRONX,INSIDE,PUBLIC SCHOOL,N.Y. POLICE DEPT,0,(null),(null),(null),"1,012,236","239,328",(null),(null),(null),,40.823532,-73.898881,"(40.823532, -73.898881)",PATROL BORO BRONX,(null),UNKNOWN,UNKNOWN,E
186346674,08/12/2018,19:50:00,08/12/2018,19:53:00,10,08/12/2018,348,VEHICLE AND TRAFFIC LAWS,916.0,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,MANHATTAN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"982,176","211,870",(null),(null),(null),,40.74821049,-74.00748519,"(40.74821049, -74.00748519)",PATROL BORO MAN SOUTH,(null),25-44,WHITE,M
174310512,02/01/2018,14:40:00,02/01/2018,14:50:00,1,02/01/2018,341,PETIT LARCENY,321.0,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),MARKHAM GARDENS,(null),"980,859","196,895",(null),(null),(null),,40.707109,-74.012227,"(40.707109, -74.012227)",PATROL BORO MAN SOUTH,(null),UNKNOWN,UNKNOWN,M
183515718,06/05/2018,22:00:00,06/05/2018,22:11:00,79,06/06/2018,118,DANGEROUS WEAPONS,792.0,CRIMINAL POSSESSION WEAPON,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"995,715","192,227",25-44,BLACK,M,,40.69429,-73.958654,"(40.69429, -73.958654)",PATROL BORO BKLYN NORTH,(null),UNKNOWN,UNKNOWN,E
161893095,02/14/2017,00:46:00,02/14/2017,00:50:00,84,02/14/2017,236,DANGEROUS WEAPONS,782.0,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,(null),(null),(null),"990,141","188,391",25-44,WHITE,M,32.0,40.68376454,-73.97875956,"(40.68376454, -73.97875956)",PATROL BORO BKLYN NORTH,PACIFIC STREET,UNKNOWN,UNKNOWN,E
161668300,02/03/2017,00:01:00,02/03/2017,04:00:00,17,02/06/2017,351,CRIMINAL MISCHIEF & RELATED OF,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"992,534","214,243",UNKNOWN,UNKNOWN,U,,40.754722,-73.970098,"(40.754722, -73.970098)",PATROL BORO MAN SOUTH,(null),UNKNOWN,UNKNOWN,E
166959153,07/11/2017,16:45:00,07/11/2017,17:15:00,114,07/11/2017,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),21821,"999,925","214,506",25-44,BLACK HISPANIC,F,,40.755434,-73.943421,"(40.755434, -73.943421)",PATROL BORO QUEENS NORTH,(null),25-44,BLACK HISPANIC,F
169814808,09/28/2017,11:58:00,09/28/2017,11:59:00,94,09/28/2017,235,DANGEROUS DRUGS,511.0,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),"999,508","201,887",25-44,WHITE,M,,40.7207967,-73.94495558,"(40.7207967, -73.94495558)",PATROL BORO BKLYN NORTH,(null),UNKNOWN,UNKNOWN,E
171416886,11/09/2017,13:27:00,11/09/2017,16:46:00,33,11/09/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,000,542","242,269",45-64,WHITE,M,,40.831635,-73.941126,"(40.831635, -73.941126)",PATROL BORO MAN NORTH,(null),25-44,WHITE HISPANIC,F
169128981,09/07/2017,16:42:00,09/07/2017,16:52:00,40,09/07/2017,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),"1,007,850","232,648",18-24,BLACK,M,,40.805211,-73.91475,"(40.805211, -73.91475)",PATROL BORO BRONX,(null),18-24,BLACK,F
